# chain: length 264 score 191982
154 139126,230,143499,230,460
153 137556,251,141929,251,502
152 136870,232,141243,232,464
151 136240,365,140613,365,730
150 135663,459,140036,459,918
149 135256,380,139629,380,760
148 134968,287,139341,287,574
147 134594,283,138967,283,566
146 134047,501,138420,501,1002
145 133795,251,138168,251,502
144 131491,209,135864,209,418
143 131188,302,135561,302,604
142 130733,364,135106,364,728
141 128991,206,133364,206,412
140 128406,245,132779,245,490
139 127882,385,132255,385,770
138 127257,478,131747,478,956
137 125410,409,129900,409,818
136 124522,275,129012,275,550
135 123931,239,128421,239,478
134 122808,354,127298,354,708
133 122496,302,126986,302,604
132 121891,349,126381,349,698
131 120595,254,125085,254,508
130 119493,320,123983,320,640
129 119259,233,123749,233,466
128 118514,664,123004,664,1328
127 117842,317,122332,317,634
126 117226,348,121716,348,696
125 116535,309,121025,309,618
124 113270,821,117760,821,1642
123 113049,220,117539,220,440
122 112836,212,117326,212,424
121 112459,376,116949,376,752
120 112146,312,116636,312,624
119 111661,484,116151,484,968
118 110903,325,115509,325,650
117 110660,242,115266,242,484
116 110441,218,115047,218,436
115 109927,258,114533,258,516
114 109496,212,114102,212,424
113 108848,638,113454,638,1276
112 108293,305,112899,305,610
111 108007,205,112613,205,410
110 107686,224,112292,224,448
109 106099,1362,110705,1362,2724
108 104857,689,109463,689,1378
107 104548,275,109154,275,550
106 103842,327,108448,327,654
105 103604,237,108210,237,474
104 102833,527,107439,527,1054
103 102613,219,107219,219,438
102 101721,203,106327,203,406
101 101175,320,105781,320,640
100 100432,260,105038,260,520
99 99651,219,104257,219,438
98 99254,396,103860,396,792
97 98906,323,103512,323,646
96 98322,454,102928,454,908
95 97113,401,101719,401,802
94 95905,455,100511,455,910
93 95152,219,99758,219,438
92 94548,244,99154,244,488
91 94167,218,98773,218,436
90 93089,281,97695,281,562
89 92474,209,97080,209,418
88 91187,599,95793,599,1198
87 90591,359,95197,359,718
86 89754,575,94360,575,1150
85 88120,230,92726,230,460
84 87794,325,92400,325,650
83 87279,244,91885,244,488
82 85881,218,90487,218,436
81 84949,262,89555,262,524
80 84493,245,89099,245,490
79 83392,408,88000,408,816
78 82978,317,87586,317,634
77 81083,220,85691,220,440
76 76775,214,82604,214,428
75 75226,236,80046,236,472
74 74737,396,79557,396,792
73 71214,327,76061,327,654
72 70473,528,75320,528,1056
71 68693,253,73540,253,506
70 67596,237,72443,237,474
69 67312,233,72159,233,466
68 66970,200,71817,200,400
67 65826,205,70758,205,410
66 64749,278,69681,278,556
65 62923,502,67856,502,1004
64 61459,242,66392,242,484
63 60943,515,65876,515,1030
62 60547,344,65480,344,688
61 60245,301,65178,301,602
60 59831,223,64764,223,446
59 59485,288,64418,288,576
58 57928,214,62904,214,428
57 56941,895,61917,895,1790
56 56485,455,61461,455,910
55 54983,1501,59959,1501,3002
54 54337,645,59313,645,1290
53 53902,434,58878,434,868
52 53284,344,58260,344,688
51 51924,212,56900,212,424
50 51621,281,56597,281,562
49 51097,455,56073,455,910
48 49571,370,53986,370,740
47 47515,271,51930,271,542
46 46901,237,51316,237,474
45 46253,380,50668,380,760
44 45950,224,50365,224,448
43 45555,251,49969,251,502
42 44455,206,48869,206,412
41 43562,212,47976,212,424
40 41188,221,45595,221,442
39 40129,380,44536,380,760
38 38777,227,43184,227,454
37 37777,327,42184,327,654
36 37534,242,41941,242,484
35 37032,408,41439,408,816
34 36263,217,40670,217,434
33 35499,333,39906,333,666
32 35170,322,39577,322,644
31 34112,486,38486,486,972
30 33552,215,37927,215,430
29 31887,230,36262,230,460
28 30706,208,35081,208,416
27 29506,338,33881,338,676
26 28223,224,32598,224,448
25 27712,356,32087,356,712
24 26789,236,31164,236,472
23 25045,403,29457,403,806
22 23335,305,27747,305,610
21 22048,218,26460,218,436
20 21304,312,25716,312,624
19 20813,460,25219,460,920
18 19377,418,18045,418,836
17 18477,287,17145,287,574
16 17569,218,16237,218,436
15 15174,216,15191,216,432
14 14232,414,14249,414,828
13 13719,512,13736,512,1024
12 13131,209,13148,209,418
11 12384,329,12401,329,658
10 12026,210,12043,210,420
9 11695,204,11712,204,408
8 11439,225,11456,225,450
7 10408,308,10425,308,616
6 10024,383,10041,383,766
5 9377,290,9394,290,580
4 8996,380,9013,380,760
3 8687,308,8704,308,616
2 8079,379,8096,379,758
1 7627,311,7644,311,622
0 5851,387,5868,387,774
