# chain: length 848 score 586680
772 754162,362,833238,362,724
771 753774,387,832850,387,774
770 753323,233,832399,233,466
769 752906,203,831982,203,406
768 746300,215,825377,215,430
767 745018,241,824095,241,482
766 743941,234,823018,234,468
765 743064,218,822141,218,436
764 742280,774,821357,774,1548
763 741759,235,820836,235,470
762 741528,230,820605,230,460
761 740097,268,819174,268,536
758 734890,242,813877,242,484
756 732327,1299,811313,1299,2598
752 730620,317,809606,317,634
751 730140,274,809126,274,548
746 729222,536,808208,536,1072
743 726416,234,805403,234,468
742 726092,323,805079,323,646
741 725606,203,804593,203,406
740 722999,218,801986,218,436
739 721034,482,800021,482,964
738 717986,218,796879,218,436
737 717030,347,795923,347,694
736 716622,233,795515,233,466
735 714202,226,794786,226,452
734 713980,206,794564,206,412
733 713548,221,794132,221,442
732 712452,612,793036,612,1224
731 711957,435,792541,435,870
730 711047,321,791631,321,642
729 710452,459,791036,459,918
728 710074,377,790658,377,754
727 709471,408,790053,408,816
726 708561,218,789143,218,436
725 707278,229,787860,229,458
724 706755,408,787336,408,816
723 706486,268,787067,268,536
722 706141,301,786722,301,602
721 705239,312,785820,312,624
720 703130,242,783711,242,484
719 702742,238,783323,238,476
718 702468,231,783049,231,462
717 701579,532,782160,532,1064
716 700584,307,781165,307,614
715 700002,263,780583,263,526
714 699406,256,779987,256,512
713 697522,221,778243,221,442
712 697180,206,777901,206,412
711 696634,200,777355,200,400
710 696270,363,776991,363,726
709 695874,205,776594,205,410
708 695606,246,776325,246,492
707 693822,449,774541,449,898
706 692817,231,773536,231,462
705 692326,230,773045,230,460
704 691978,347,772697,347,694
703 691088,202,771807,202,404
702 690801,286,771520,286,572
701 690471,263,771190,263,526
700 689820,419,770539,419,838
699 689217,252,769936,252,504
698 688851,284,769570,284,568
697 688616,216,769335,216,432
696 685740,295,767658,295,590
695 685476,230,767394,230,460
694 684323,202,766241,202,404
693 682257,511,764175,511,1022
692 681591,257,763509,257,514
691 678850,203,760768,203,406
690 678602,229,760520,229,458
689 678134,467,760052,467,934
688 677843,290,759761,290,580
687 674051,1101,755968,1101,2202
686 673815,214,755731,214,428
685 673391,396,755307,396,792
684 672021,392,753937,392,784
683 671571,215,753487,215,430
682 671335,235,753251,235,470
681 670619,241,752535,241,482
680 669211,253,751127,253,506
679 668158,316,750074,316,632
678 667591,464,749507,464,928
677 667222,362,749138,362,724
676 666505,209,748421,209,418
675 665243,224,747159,224,448
674 664705,537,746621,537,1074
673 664333,371,746249,371,742
672 662887,335,744802,335,670
671 662383,203,744298,203,406
670 662074,236,743989,236,472
669 661580,388,743495,388,776
668 660926,314,742841,314,628
667 660230,275,742144,275,550
666 659170,612,741084,612,1224
665 658120,589,740034,589,1178
664 657882,237,739796,237,474
662 656433,338,738347,338,676
661 655895,366,737809,366,732
660 654805,368,736719,368,736
659 654466,338,736380,338,676
658 653983,482,735897,482,964
657 653198,320,735112,320,640
656 652417,665,734331,665,1330
655 651675,336,733589,336,672
654 651311,363,733225,363,726
653 650876,305,732789,305,610
652 650628,210,732541,210,420
651 649806,414,731719,414,828
650 649579,226,731492,226,452
649 649072,212,730985,212,424
648 647520,200,729433,200,400
647 645498,345,727411,345,690
646 644973,359,726886,359,718
645 644561,219,726474,219,438
644 644297,263,726210,263,526
643 642891,319,724804,319,638
642 642033,258,723946,258,516
641 640892,343,722805,343,686
640 640316,278,722229,278,556
639 639566,749,721479,749,1498
638 638868,322,720781,322,644
637 638120,611,720149,611,1222
636 637362,323,719391,323,646
635 636536,301,718564,301,602
634 636170,364,718198,364,728
633 635427,215,717455,215,430
632 635077,325,717105,325,650
631 634659,269,716687,269,538
630 632979,305,715007,305,610
629 632574,393,714602,393,786
628 631312,295,713340,295,590
627 630745,242,712774,242,484
626 626744,474,708773,474,948
625 625067,284,707096,284,568
624 624455,200,706484,200,400
623 623967,376,705996,376,752
622 622798,221,705013,221,442
621 622374,209,704589,209,418
620 621062,762,703277,762,1524
619 617729,335,699944,335,670
618 617409,222,699624,222,444
617 612814,227,695029,227,454
616 611646,463,693861,463,926
615 611082,236,693297,236,472
614 609123,362,691338,362,724
613 608712,206,690927,206,412
612 606382,242,689457,242,484
611 605896,242,688971,242,484
610 605327,238,688402,238,476
609 604858,442,687933,442,884
608 604552,290,687627,290,580
607 603535,330,686610,330,660
606 603203,331,686278,331,662
605 602936,266,686011,266,532
604 602198,230,685286,230,460
603 601677,496,684765,496,992
602 600346,205,683434,205,410
601 600066,225,683154,225,450
600 599565,293,682653,293,586
599 597790,208,680884,208,416
598 595911,215,679130,215,430
597 594538,215,677757,215,430
596 592069,293,663697,293,586
595 590019,531,661647,531,1062
594 589344,308,660972,308,616
593 588646,291,660274,291,582
592 588166,294,659794,294,588
591 587364,278,658992,278,556
590 587112,212,658740,212,424
589 586264,202,657892,202,404
588 585880,383,657508,383,766
587 585334,465,656962,465,930
586 563747,277,656677,277,554
585 563221,368,656151,368,736
584 562841,379,655771,379,758
583 562215,349,655145,349,698
582 561996,218,654926,218,436
581 561117,420,654046,420,840
580 559243,464,652166,464,928
579 558862,205,651785,205,410
578 558658,203,651581,203,406
577 557536,434,650459,434,868
576 557166,369,650089,369,738
575 555699,229,648622,229,458
574 554139,597,647062,597,1194
573 553403,609,646326,609,1218
572 552171,320,645094,320,640
571 549988,308,642967,308,616
570 549401,215,642380,215,430
569 548973,376,641952,376,752
568 548227,333,641206,333,666
567 547235,227,640213,227,454
566 545797,507,638775,507,1014
565 545483,225,638461,225,450
564 545192,290,638170,290,580
563 543235,249,636213,249,498
562 540859,293,633837,293,586
561 539806,203,632784,203,406
560 538454,269,631432,269,538
559 536800,298,629864,298,596
558 535236,239,628299,239,478
557 533211,572,626274,572,1144
556 532459,200,625522,200,400
555 532001,301,625064,301,602
554 531308,261,624371,261,522
553 530358,418,623421,418,836
552 529620,572,622683,572,1144
551 528959,400,622022,400,800
550 528272,686,621335,686,1372
549 527909,231,620973,231,462
548 527250,591,620314,591,1182
547 520758,245,615025,245,490
546 519981,245,614248,245,490
545 518492,269,612759,269,538
544 517972,519,612239,519,1038
543 517360,281,611627,281,562
542 516508,613,610775,613,1226
541 516295,212,610562,212,424
540 515956,338,610223,338,676
539 514941,440,609208,440,880
538 514311,251,608578,251,502
537 511916,353,578384,353,706
536 511506,215,577974,215,430
535 510693,278,577161,278,556
534 510100,404,576568,404,808
533 507669,202,574238,202,404
532 506287,240,572856,240,480
531 505872,221,572441,221,442
530 505598,211,572167,211,422
529 505313,284,571882,284,568
528 504201,298,570770,298,596
527 503252,221,569821,221,442
526 502841,404,569410,404,808
525 502292,231,568862,231,462
524 501869,359,568439,359,718
523 501503,247,568073,247,494
522 500996,202,567566,202,404
521 500429,276,566999,276,552
520 499179,216,565749,216,432
519 498526,270,565096,270,540
518 498193,323,564763,323,646
517 497944,248,564514,248,496
516 497559,285,564129,285,570
515 497201,357,563771,357,714
514 496339,436,563013,436,872
513 495813,329,562487,329,658
512 495183,354,561857,354,708
511 494565,227,561239,227,454
510 493578,235,560252,235,470
509 492431,296,559105,296,592
508 491936,413,558610,413,826
507 491283,403,557957,403,806
506 491016,266,557690,266,532
505 490156,651,556830,651,1302
504 488648,449,555492,449,898
503 488357,224,555201,224,448
502 486512,722,553356,722,1444
501 485569,439,552413,439,878
500 484109,979,550953,979,1958
499 483869,239,550713,239,478
498 483364,504,550208,504,1008
497 482401,248,549245,248,496
496 482005,224,548849,224,448
495 481312,284,548156,284,568
494 480799,512,547643,512,1024
493 480500,298,547344,298,596
492 480156,203,547000,203,406
491 479873,225,546717,225,450
490 479542,279,546386,279,558
489 478832,709,545676,709,1418
488 478557,274,545401,274,548
487 478299,243,545143,243,486
486 477689,212,544533,212,424
485 477185,254,544029,254,508
484 476749,288,543593,288,576
483 476386,321,543230,321,642
482 476138,247,542982,247,494
481 475605,220,542449,220,440
480 474284,236,541126,236,472
479 474071,212,540913,212,424
478 473738,203,540580,203,406
477 472804,230,539646,230,460
476 471983,253,538825,253,506
475 471715,267,538557,267,534
474 471002,233,537844,233,466
473 469916,395,536758,395,790
472 469369,546,536211,546,1092
471 468592,776,535434,776,1552
470 467804,394,534646,394,788
469 463853,226,530696,226,452
468 462603,392,529433,392,784
467 461309,218,528139,218,436
466 460893,415,527723,415,830
465 460442,450,527272,450,900
464 460049,230,526879,230,460
463 459551,209,526381,209,418
462 457825,660,524655,660,1320
461 457429,395,524259,395,790
460 456386,475,523216,475,950
459 456098,287,522928,287,574
458 455714,263,522544,263,526
456 455277,206,522108,206,412
455 454668,590,521499,590,1180
454 453527,1140,520358,1140,2280
453 453065,267,519896,267,534
452 451981,242,518812,242,484
451 451229,628,518060,628,1256
450 450523,350,517354,350,700
449 450118,277,516949,277,554
448 449557,463,516388,463,926
447 448714,778,515545,778,1556
446 447853,224,514684,224,448
445 447558,294,514389,294,588
444 447154,235,513985,235,470
443 446699,298,513530,298,596
442 446240,221,513071,221,442
441 445270,212,512101,212,424
440 443866,204,510697,204,408
439 441081,332,507912,332,664
438 440659,274,507490,274,548
437 440367,291,507198,291,582
436 440107,259,506938,259,518
435 437781,321,504612,321,642
434 435013,473,500046,473,946
433 434137,641,499170,641,1282
432 433707,270,498740,270,540
431 432423,317,497456,317,634
430 432068,348,497101,348,696
429 431796,237,496829,237,474
428 430974,487,496007,487,974
427 430571,375,495604,375,750
426 430318,252,495351,252,504
425 430020,237,495053,237,474
424 429762,255,494795,255,510
423 429056,331,493463,331,662
422 428418,390,492825,390,780
421 427941,248,492348,248,496
420 427123,208,491530,208,416
419 426350,772,490757,772,1544
418 425918,431,490325,431,862
417 425323,288,489730,288,576
416 424420,356,488828,356,712
415 421918,407,484677,407,814
414 421585,302,484344,302,604
413 419564,1982,482323,1982,3964
412 418498,633,481257,633,1266
411 418074,228,480833,228,456
410 417578,221,480337,221,442
409 416521,977,479280,977,1954
408 415178,1342,477937,1342,2684
407 414876,301,477635,301,602
406 414347,348,477106,348,696
405 412584,227,475343,227,454
404 411927,451,474689,451,902
403 411169,236,473931,236,472
402 410779,302,473541,302,604
401 409951,208,472815,208,416
400 409685,265,472549,265,530
399 409019,665,471883,665,1330
398 408239,389,471103,389,778
397 406247,226,466804,226,452
396 405500,634,466057,634,1268
395 405269,230,465826,230,460
394 404764,426,465321,426,852
393 404119,212,464676,212,424
392 402894,913,463451,913,1826
391 401519,344,462076,344,688
390 400542,565,461099,565,1130
389 399920,523,460477,523,1046
388 398813,290,459370,290,580
387 398247,451,458804,451,902
386 397707,236,458264,236,472
385 397218,242,457775,242,484
384 396828,275,457385,275,550
383 394843,512,455400,512,1024
382 394579,263,455136,263,526
381 393537,822,454094,822,1644
380 393274,202,453831,202,404
379 392824,444,453381,444,888
378 388046,209,449826,209,418
377 386054,247,447834,247,494
376 385631,218,447411,218,436
375 385128,348,446908,348,696
374 378703,345,437579,345,690
373 375474,383,434450,383,766
372 374964,318,433940,318,636
371 370840,419,430218,419,838
370 370352,353,429730,353,706
369 369620,395,428998,395,790
368 368569,396,427947,396,792
367 368110,205,427488,205,410
366 367228,203,426606,203,406
365 362638,234,420192,234,468
364 362254,329,419808,329,658
363 361300,233,418854,233,466
362 358310,284,415864,284,568
361 355819,281,413576,281,562
360 355443,375,413200,375,750
359 354178,266,411935,266,532
358 352888,279,410081,279,558
357 351607,492,408800,492,984
356 345448,220,402925,220,440
355 344845,278,402322,278,556
354 343919,202,401393,202,404
353 343301,435,400775,435,870
352 342414,691,399888,691,1382
351 341549,243,393917,243,486
350 340819,209,393187,209,418
349 338028,269,390303,269,538
348 336547,293,388822,293,586
347 335793,336,388068,336,672
346 335190,271,387465,271,542
345 334409,341,386684,341,682
344 334160,227,386435,227,454
343 332518,329,384784,329,658
342 330540,220,378982,220,440
341 330090,320,378532,320,640
340 329619,470,378061,470,940
339 329022,362,377464,362,724
338 328661,348,377103,348,696
337 328133,428,376575,428,856
336 323968,205,367461,205,410
335 322401,672,365894,672,1344
334 321473,227,364966,227,454
333 321266,206,364759,206,412
332 319744,289,363237,289,578
331 319028,299,362521,299,598
330 318632,307,362125,307,614
329 318125,506,361618,506,1012
328 316129,232,358934,232,464
327 313588,273,353941,273,546
326 309476,317,342661,317,634
325 308316,325,341501,325,650
324 306907,200,340092,200,400
323 306382,245,339567,245,490
322 306139,231,339324,231,462
321 305109,433,338294,433,866
320 301750,256,334935,256,512
319 300524,260,333709,260,520
318 299169,311,332354,311,622
317 297132,332,330317,332,664
316 260706,286,298594,286,572
315 260217,215,298105,215,430
314 259430,246,297318,246,492
313 258635,284,296523,284,568
312 257033,228,294921,228,456
311 256486,387,294374,387,774
310 255687,627,293575,627,1254
309 254361,257,292249,257,514
308 253387,295,291275,295,590
307 252573,211,290460,211,422
306 251614,215,289501,215,430
305 250050,230,287937,230,460
304 245952,252,283920,252,504
303 245371,344,283339,344,688
302 241703,316,279772,316,632
301 241492,210,279561,210,420
300 240031,367,278100,367,734
293 237538,201,241090,201,402
292 237263,274,240815,274,548
291 236041,294,239592,294,588
290 235556,335,239107,335,670
289 234618,239,238169,239,478
288 233961,317,237512,317,634
287 233638,322,237189,322,644
286 233401,236,236952,236,472
285 233158,242,236709,242,484
284 232837,215,236388,215,430
283 229853,291,233183,291,582
282 229598,243,232928,243,486
281 228768,258,232098,258,516
276 227969,582,231300,582,1164
271 227623,249,230954,249,498
264 226936,546,230267,546,1092
263 226604,324,229936,324,648
258 225900,213,229232,213,426
254 224890,696,228222,696,1392
245 223915,974,227247,974,1948
242 223538,202,226870,202,404
241 222988,329,226319,329,658
240 222448,539,225779,539,1078
239 221550,366,224881,366,732
238 220884,310,224215,310,620
237 220515,368,223846,368,736
236 219732,398,223063,398,796
235 218828,397,222159,397,794
233 218188,389,221520,389,778
232 215949,274,219282,274,548
231 215380,296,218713,296,592
230 213819,566,217164,566,1132
229 213337,218,216681,218,436
228 212952,247,216296,247,494
227 212180,272,215524,272,544
226 211763,241,215107,241,482
225 209442,376,212786,376,752
224 209142,239,212486,239,478
223 208773,350,212117,350,700
222 208245,527,211589,527,1054
221 207939,305,211283,305,610
220 207123,215,210467,215,430
219 206068,304,209412,304,608
218 205269,257,208613,257,514
217 204987,216,208331,216,432
216 204771,215,208115,215,430
215 203135,306,206479,306,612
214 202808,219,206152,219,438
213 201640,861,204984,861,1722
212 201345,263,204689,263,526
211 200811,377,204155,377,754
210 200529,281,203873,281,562
209 199928,491,203273,491,982
208 199262,665,202607,665,1330
207 198380,242,201725,242,484
206 197790,589,201135,589,1178
205 195040,2632,198385,2632,5264
204 194165,505,197510,505,1010
203 193063,1065,196408,1065,2130
202 192775,287,196120,287,574
201 191300,1210,194787,1210,2420
200 190707,592,194194,592,1184
199 189957,749,193444,749,1498
198 189688,268,193175,268,536
197 189417,270,192904,270,540
196 188711,414,192198,414,828
195 188339,371,191826,371,742
194 185630,419,189117,419,838
193 183701,421,187901,421,842
192 183458,214,187658,214,428
191 183133,274,187333,274,548
190 182343,319,186543,319,638
189 181663,278,185863,278,556
188 181390,257,185590,257,514
187 180820,569,185020,569,1138
186 180127,301,184327,301,602
185 179070,444,183270,444,888
184 178479,389,182679,389,778
183 178131,335,182331,335,670
182 177648,286,181848,286,572
181 176876,497,181076,497,994
180 176294,569,180494,569,1138
179 175991,302,180191,302,604
178 174673,570,178873,570,1140
177 172286,332,176609,332,664
176 169759,236,174082,236,472
175 169064,363,173387,363,726
174 168428,341,172751,341,682
173 166502,431,170825,431,862
172 166100,401,170423,401,802
171 164644,288,168967,288,576
170 162678,304,167001,304,608
169 160401,1112,164724,1112,2224
168 160020,242,164343,242,484
167 159237,247,163560,247,494
166 158578,215,162901,215,430
165 158023,467,162346,467,934
164 157544,411,161867,411,822
163 146145,588,150518,588,1176
162 145072,219,149445,219,438
161 144256,375,148629,375,750
160 143498,325,147871,325,650
159 143270,227,147643,227,454
158 142452,363,146825,363,726
157 141797,291,146170,291,582
156 141343,368,145716,368,736
155 141040,265,145413,265,530
154 139126,230,143499,230,460
153 137556,251,141929,251,502
152 136870,232,141243,232,464
151 136240,365,140613,365,730
150 135663,459,140036,459,918
149 135256,380,139629,380,760
148 134968,287,139341,287,574
147 134594,283,138967,283,566
146 134047,501,138420,501,1002
145 133795,251,138168,251,502
144 131491,209,135864,209,418
143 131188,302,135561,302,604
142 130733,364,135106,364,728
141 128991,206,133364,206,412
140 128406,245,132779,245,490
139 127882,385,132255,385,770
138 127257,478,131747,478,956
137 125410,409,129900,409,818
136 124522,275,129012,275,550
135 123931,239,128421,239,478
134 122808,354,127298,354,708
133 122496,302,126986,302,604
132 121891,349,126381,349,698
131 120595,254,125085,254,508
130 119493,320,123983,320,640
129 119259,233,123749,233,466
128 118514,664,123004,664,1328
127 117842,317,122332,317,634
126 117226,348,121716,348,696
125 116535,309,121025,309,618
124 113270,821,117760,821,1642
123 113049,220,117539,220,440
122 112836,212,117326,212,424
121 112459,376,116949,376,752
120 112146,312,116636,312,624
119 111661,484,116151,484,968
118 110903,325,115509,325,650
117 110660,242,115266,242,484
116 110441,218,115047,218,436
115 109927,258,114533,258,516
114 109496,212,114102,212,424
113 108848,638,113454,638,1276
112 108293,305,112899,305,610
111 108007,205,112613,205,410
110 107686,224,112292,224,448
109 106099,1362,110705,1362,2724
108 104857,689,109463,689,1378
107 104548,275,109154,275,550
106 103842,327,108448,327,654
105 103604,237,108210,237,474
104 102833,527,107439,527,1054
103 102613,219,107219,219,438
102 101721,203,106327,203,406
101 101175,320,105781,320,640
100 100432,260,105038,260,520
99 99651,219,104257,219,438
98 99254,396,103860,396,792
97 98906,323,103512,323,646
96 98322,454,102928,454,908
95 97113,401,101719,401,802
94 95905,455,100511,455,910
93 95152,219,99758,219,438
92 94548,244,99154,244,488
91 94167,218,98773,218,436
90 93089,281,97695,281,562
89 92474,209,97080,209,418
88 91187,599,95793,599,1198
87 90591,359,95197,359,718
86 89754,575,94360,575,1150
85 88120,230,92726,230,460
84 87794,325,92400,325,650
83 87279,244,91885,244,488
82 85881,218,90487,218,436
81 84949,262,89555,262,524
80 84493,245,89099,245,490
79 83392,408,88000,408,816
78 82978,317,87586,317,634
77 81083,220,85691,220,440
76 76775,214,82604,214,428
75 75226,236,80046,236,472
74 74737,396,79557,396,792
73 71214,327,76061,327,654
72 70473,528,75320,528,1056
71 68693,253,73540,253,506
70 67596,237,72443,237,474
69 67312,233,72159,233,466
68 66970,200,71817,200,400
67 65826,205,70758,205,410
66 64749,278,69681,278,556
65 62923,502,67856,502,1004
64 61459,242,66392,242,484
63 60943,515,65876,515,1030
62 60547,344,65480,344,688
61 60245,301,65178,301,602
60 59831,223,64764,223,446
59 59485,288,64418,288,576
58 57928,214,62904,214,428
57 56941,895,61917,895,1790
56 56485,455,61461,455,910
55 54983,1501,59959,1501,3002
54 54337,645,59313,645,1290
53 53902,434,58878,434,868
52 53284,344,58260,344,688
51 51924,212,56900,212,424
50 51621,281,56597,281,562
49 51097,455,56073,455,910
48 49571,370,53986,370,740
47 47515,271,51930,271,542
46 46901,237,51316,237,474
45 46253,380,50668,380,760
44 45950,224,50365,224,448
43 45555,251,49969,251,502
42 44455,206,48869,206,412
41 43562,212,47976,212,424
40 41188,221,45595,221,442
39 40129,380,44536,380,760
38 38777,227,43184,227,454
37 37777,327,42184,327,654
36 37534,242,41941,242,484
35 37032,408,41439,408,816
34 36263,217,40670,217,434
33 35499,333,39906,333,666
32 35170,322,39577,322,644
31 34112,486,38486,486,972
30 33552,215,37927,215,430
29 31887,230,36262,230,460
28 30706,208,35081,208,416
27 29506,338,33881,338,676
26 28223,224,32598,224,448
25 27712,356,32087,356,712
24 26789,236,31164,236,472
23 25045,403,29457,403,806
22 23335,305,27747,305,610
21 22048,218,26460,218,436
20 21304,312,25716,312,624
19 20813,460,25219,460,920
18 19377,418,18045,418,836
17 18477,287,17145,287,574
16 17569,218,16237,218,436
15 15174,216,15191,216,432
14 14232,414,14249,414,828
13 13719,512,13736,512,1024
12 13131,209,13148,209,418
11 12384,329,12401,329,658
10 12026,210,12043,210,420
9 11695,204,11712,204,408
8 11439,225,11456,225,450
7 10408,308,10425,308,616
6 10024,383,10041,383,766
5 9377,290,9394,290,580
4 8996,380,9013,380,760
3 8687,308,8704,308,616
2 8079,379,8096,379,758
1 7627,311,7644,311,622
0 5851,387,5868,387,774
