# Fields: s. seqid, q. seqid, s. start, s. len, q. start, q. len, score, bit score
# Options: ./swalign.x -v 2 -g 11 1 -h -d ref-protein.fsa -q query-protein.fasta
# TIME	swalign (ms):	147
Q197A7	Q5R9X9	57	11	162	11	29	16
Q197A7	Q5U584	57	11	163	11	29	16
Q197A7	Q60555	115	27	38	27	24	14
Q197A7	Q61694	102	22	297	25	26	15
Q197A7	Q61767	102	22	297	25	26	15
Q197A7	Q62878	27	15	317	15	31	17
Q197A7	Q64421	15	28	220	28	25	14
Q197A7	Q67477	38	9	331	9	27	15
Q197A7	Q7L8J4	57	11	162	11	29	16
Q197A7	Q84SM8	90	30	373	31	31	17
Q197A7	Q89187	95	20	138	20	29	16
Q197A7	Q91Y80	0	15	32	15	23	13
Q197A7	Q99LH9	57	11	162	11	29	16
Q197A7	Q9EQC1	24	33	20	31	29	16
Q197A7	Q9H2F3	31	29	200	29	28	15
Q197A7	Q9LR73	24	14	65	14	28	15
Q197A7	Q9MBC1	20	18	25	18	30	16
Q197A7	Q9N119	115	27	38	27	27	15
Q197A7	Q9V785	85	8	48	8	23	13
Q197A7	Q9Y3L3	86	18	202	18	26	15
Q197A7	Q9Z131	41	12	209	11	22	13
Q197A7	Q9ZWB4	24	14	65	14	28	15
Q197B1	A1D2R0	135	25	29	26	35	18
Q197B1	A4IH82	28	251	16	257	59	27
Q197B1	B0XQT1	135	25	29	26	35	18
Q197B1	B0XZU3	256	66	72	63	30	16
Q197B1	B8NIM4	152	20	25	20	28	15
Q197B1	B8NXI4	256	69	72	66	37	19
Q197B1	C7ASI9	543	113	232	105	44	22
Q197B1	C7ZKL6	210	109	17	122	40	20
Q197B1	F1CKI6	543	113	232	105	44	22
Q197B1	F1CKI8	629	27	556	27	42	21
Q197B1	F1CKI9	629	27	556	27	38	19
Q197B1	O35048	74	30	45	33	39	20
Q197B1	O35296	267	34	21	34	35	18
Q197B1	O35469	250	43	65	43	36	18
Q197B1	O46516	67	18	42	18	31	17
Q197B1	O57245	582	31	289	31	37	19
Q197B1	O60239	253	198	48	203	71	32
Q197B1	P0CI63	256	76	72	73	32	17
Q197B1	P14060	441	58	45	58	35	18
Q197B1	P14893	69	90	44	90	33	17
Q197B1	P19871	83	28	143	28	31	17
Q197B1	P21097	582	31	289	31	37	19
Q197B1	P22071	251	42	66	42	34	18
Q197B1	P22072	107	28	29	28	33	17
Q197B1	P24745	339	103	204	102	31	17
Q197B1	P24815	309	44	330	41	33	17
Q197B1	P26149	250	43	65	43	33	17
Q197B1	P26150	250	43	65	43	33	17
Q197B1	P26439	441	58	44	58	31	17
Q197B1	P26670	582	31	289	31	37	19
Q197B1	P27364	104	37	192	38	33	17
Q197B1	P27365	441	58	45	58	34	18
Q197B1	P33794	300	17	39	17	25	14
Q197B1	P37046	666	3	5	3	19	12
Q197B1	P55194	88	83	17	102	51	24
Q197B1	P78314	27	67	418	57	38	19
Q197B1	P85078	666	3	5	3	19	12
Q197B1	P9WQP6	84	114	55	123	32	17
Q197B1	Q06649	145	21	316	20	33	17
Q197B1	Q0D131	135	17	29	17	33	17
Q197B1	Q0V8K7	43	236	23	249	73	33
Q197B1	Q39371	157	62	126	63	42	21
Q197B1	Q5IFP1	72	33	131	32	33	17
Q197B1	Q5R9X9	43	236	23	249	75	33
Q197B1	Q5U584	62	217	65	208	52	25
Q197B1	Q60555	566	46	163	46	34	18
Q197B1	Q61694	111	30	200	30	42	21
Q197B1	Q61767	111	30	200	30	42	21
Q197B1	Q62878	250	43	65	43	34	18
Q197B1	Q64421	464	28	297	28	29	16
Q197B1	Q67477	71	23	84	23	33	17
Q197B1	Q7L8J4	43	236	23	249	74	33
Q197B1	Q84SM8	629	27	556	27	39	20
Q197B1	Q89187	582	20	171	20	35	18
Q197B1	Q91Y80	253	198	50	203	74	33
Q197B1	Q99LH9	49	230	29	243	65	30
Q197B1	Q9EQC1	74	30	45	33	36	18
Q197B1	Q9H2F3	69	43	43	43	36	18
Q197B1	Q9LR73	458	46	252	46	42	21
Q197B1	Q9MBC1	638	31	39	35	31	17
Q197B1	Q9N119	69	72	44	72	35	18
Q197B1	Q9V785	62	217	17	210	60	28
Q197B1	Q9Y3L3	330	80	118	82	49	23
Q197B1	Q9Z131	253	198	51	203	74	33
Q197B1	Q9ZWB4	458	46	252	46	42	21
Q197B5	A1D2R0	22	13	111	13	23	13
Q197B5	A4IH82	42	29	136	28	35	18
Q197B5	B0XQT1	22	13	111	13	23	13
Q197B5	B0XZU3	29	7	32	7	25	14
Q197B5	B8NIM4	22	42	111	40	26	15
Q197B5	B8NXI4	22	36	110	40	23	13
Q197B5	C7ASI9	0	22	221	22	31	17
Q197B5	C7ZKL6	33	8	88	8	26	15
Q197B5	F1CKI6	0	22	221	22	31	17
Q197B5	F1CKI8	8	28	297	29	34	18
Q197B5	F1CKI9	0	22	221	22	31	17
Q197B5	O35048	31	44	73	42	24	14
Q197B5	O35296	63	18	157	18	23	13
Q197B5	O35469	63	18	157	18	22	13
Q197B5	O46516	63	18	157	18	28	15
Q197B5	O57245	39	27	145	27	27	15
Q197B5	O60239	47	28	83	28	31	17
Q197B5	P0CI63	33	8	87	8	24	14
Q197B5	P14060	28	9	242	9	24	14
Q197B5	P14893	6	22	203	22	27	15
Q197B5	P19871	8	6	110	6	21	13
Q197B5	P21097	39	27	145	27	27	15
Q197B5	P22071	50	19	318	19	21	13
Q197B5	P22072	10	10	157	10	21	13
Q197B5	P24745	81	9	36	9	26	15
Q197B5	P24815	63	18	157	18	22	13
Q197B5	P26149	63	18	157	18	22	13
Q197B5	P26150	63	18	157	18	22	13
Q197B5	P26439	28	9	241	9	23	13
Q197B5	P26670	39	27	145	27	27	15
Q197B5	P27364	28	9	242	9	26	15
Q197B5	P27365	28	9	242	9	23	13
Q197B5	P33794	44	7	23	7	19	12
Q197B5	P37046	6	4	4	4	12	9
Q197B5	P55194	40	11	462	11	27	15
Q197B5	P78314	22	19	360	19	28	15
Q197B5	P85078	6	4	4	4	12	9
Q197B5	P9WQP6	6	49	136	46	27	15
Q197B5	Q06649	28	35	68	35	24	14
Q197B5	Q0D131	22	13	111	13	23	13
Q197B5	Q0V8K7	54	17	146	17	28	15
Q197B5	Q39371	62	15	98	16	32	17
Q197B5	Q5IFP1	38	20	124	20	23	13
Q197B5	Q5R9X9	54	17	146	17	29	16
Q197B5	Q5U584	42	29	136	28	35	18
Q197B5	Q60555	63	18	157	18	23	13
Q197B5	Q61694	57	21	54	24	27	15
Q197B5	Q61767	32	27	70	27	25	14
Q197B5	Q62878	10	10	157	10	21	13
Q197B5	Q64421	26	16	189	16	27	15
Q197B5	Q67477	15	14	142	14	29	16
Q197B5	Q7L8J4	54	17	146	17	28	15
Q197B5	Q84SM8	0	22	221	22	31	17
Q197B5	Q89187	39	27	27	27	32	17
Q197B5	Q91Y80	46	24	95	24	31	17
Q197B5	Q99LH9	54	17	146	17	28	15
Q197B5	Q9EQC1	31	44	73	42	24	14
Q197B5	Q9H2F3	31	44	73	42	28	15
Q197B5	Q9LR73	34	13	22	13	25	14
Q197B5	Q9MBC1	22	64	324	63	32	17
Q197B5	Q9N119	10	12	157	12	24	14
Q197B5	Q9V785	42	27	118	30	29	16
Q197B5	Q9Y3L3	23	9	84	9	26	15
Q197B5	Q9Z131	46	24	96	24	31	17
Q197B5	Q9ZWB4	9	10	53	10	23	13
Q197B6	A1D2R0	119	31	113	34	33	17
Q197B6	A4IH82	139	15	232	15	35	18
Q197B6	B0XQT1	119	31	113	34	33	17
Q197B6	B0XZU3	136	19	42	19	30	16
Q197B6	B8NIM4	136	27	43	25	37	19
Q197B6	B8NXI4	119	13	112	13	26	15
Q197B6	C7ASI9	5	83	440	77	50	24
Q197B6	C7ZKL6	134	20	23	20	27	15
Q197B6	F1CKI6	9	79	440	77	43	21
Q197B6	F1CKI8	167	16	439	16	37	19
Q197B6	F1CKI9	167	16	439	16	37	19
Q197B6	O35048	272	41	139	37	34	18
Q197B6	O35296	221	9	143	9	33	17
Q197B6	O35469	233	26	121	30	34	18
Q197B6	O46516	5	61	156	61	40	20
Q197B6	O57245	17	84	217	91	35	18
Q197B6	O60239	79	38	50	37	38	19
Q197B6	P0CI63	119	13	112	13	31	17
Q197B6	P14060	149	62	48	61	38	19
Q197B6	P14893	5	32	156	37	29	16
Q197B6	P19871	0	68	143	69	35	18
Q197B6	P21097	170	40	150	40	36	18
Q197B6	P22071	5	32	156	37	29	16
Q197B6	P22072	5	32	156	37	30	16
Q197B6	P24745	172	30	221	28	32	17
Q197B6	P24815	221	9	143	9	30	16
Q197B6	P26149	233	26	121	30	30	16
Q197B6	P26150	221	9	143	9	32	17
Q197B6	P26439	149	62	47	61	37	19
Q197B6	P26670	170	40	150	40	36	18
Q197B6	P27364	276	12	63	12	31	17
Q197B6	P27365	149	62	48	61	37	19
Q197B6	P33794	172	25	34	25	25	14
Q197B6	P37046	229	7	5	7	23	13
Q197B6	P55194	289	44	138	42	33	17
Q197B6	P78314	42	17	76	17	35	18
Q197B6	P85078	229	7	5	7	23	13
Q197B6	P9WQP6	82	9	93	9	29	16
Q197B6	Q06649	222	92	114	92	37	19
Q197B6	Q0D131	119	30	113	33	34	18
Q197B6	Q0V8K7	90	22	233	22	33	17
Q197B6	Q39371	124	36	39	34	32	17
Q197B6	Q5IFP1	5	61	156	61	35	18
Q197B6	Q5R9X9	90	22	233	22	33	17
Q197B6	Q5U584	139	15	232	15	31	17
Q197B6	Q60555	5	32	156	37	30	16
Q197B6	Q61694	149	56	48	62	33	17
Q197B6	Q61767	74	41	246	41	34	18
Q197B6	Q62878	5	32	156	37	30	16
Q197B6	Q64421	326	9	80	9	29	16
Q197B6	Q67477	33	8	145	8	28	15
Q197B6	Q7L8J4	90	22	233	22	33	17
Q197B6	Q84SM8	30	89	150	91	37	19
Q197B6	Q89187	170	40	32	40	37	19
Q197B6	Q91Y80	79	38	52	37	38	19
Q197B6	Q99LH9	90	22	233	22	33	17
Q197B6	Q9EQC1	203	120	76	110	39	20
Q197B6	Q9H2F3	203	120	76	110	38	19
Q197B6	Q9LR73	21	62	407	58	34	18
Q197B6	Q9MBC1	302	14	397	14	31	17
Q197B6	Q9N119	6	60	157	60	40	20
Q197B6	Q9V785	38	15	300	15	33	17
Q197B6	Q9Y3L3	289	39	218	37	33	17
Q197B6	Q9Z131	79	38	53	37	38	19
Q197B6	Q9ZWB4	21	62	411	58	37	19
Q197C0	A1D2R0	13	9	59	9	29	16
Q197C0	A4IH82	44	8	297	8	23	13
Q197C0	B0XQT1	13	9	59	9	29	16
Q197C0	B0XZU3	13	9	58	9	24	14
Q197C0	B8NIM4	13	9	59	9	29	16
Q197C0	B8NXI4	13	8	58	8	23	13
Q197C0	C7ASI9	27	56	170	53	27	15
Q197C0	C7ZKL6	13	8	59	8	23	13
Q197C0	F1CKI6	51	32	191	32	26	15
Q197C0	F1CKI8	54	9	396	9	27	15
Q197C0	F1CKI9	54	9	396	9	27	15
Q197C0	O35048	2	37	291	39	24	14
Q197C0	O35296	73	10	205	10	28	15
Q197C0	O35469	2	13	181	13	21	13
Q197C0	O46516	49	16	311	18	31	17
Q197C0	O57245	65	6	265	6	24	14
Q197C0	O60239	3	22	244	22	34	18
Q197C0	P0CI63	13	9	58	9	25	14
Q197C0	P14060	18	19	191	19	23	13
Q197C0	P14893	58	7	322	7	23	13
Q197C0	P19871	29	12	59	12	25	14
Q197C0	P21097	65	6	265	6	24	14
Q197C0	P22071	38	19	21	19	24	14
Q197C0	P22072	0	8	200	8	25	14
Q197C0	P24745	39	17	144	17	21	13
Q197C0	P24815	58	7	322	7	28	15
Q197C0	P26149	8	32	253	27	22	13
Q197C0	P26150	0	49	318	49	24	14
Q197C0	P26439	58	7	321	7	23	13
Q197C0	P26670	65	6	265	6	24	14
Q197C0	P27364	0	8	200	8	25	14
Q197C0	P27365	58	7	322	7	23	13
Q197C0	P33794	0	18	16	18	19	12
Q197C0	P37046	77	2	11	2	15	10
Q197C0	P55194	52	11	283	11	25	14
Q197C0	P78314	57	11	60	11	26	15
Q197C0	P85078	77	2	11	2	15	10
Q197C0	P9WQP6	33	6	35	6	24	14
Q197C0	Q06649	44	19	485	19	28	15
Q197C0	Q0D131	13	8	59	8	23	13
Q197C0	Q0V8K7	69	9	268	9	22	13
Q197C0	Q39371	26	7	83	7	26	15
Q197C0	Q5IFP1	8	32	253	27	27	15
Q197C0	Q5R9X9	12	14	378	14	23	13
Q197C0	Q5U584	44	8	297	8	23	13
Q197C0	Q60555	25	33	263	30	33	17
Q197C0	Q61694	0	49	318	49	24	14
Q197C0	Q61767	57	3	150	3	21	13
Q197C0	Q62878	0	49	318	49	27	15
Q197C0	Q64421	25	33	263	30	37	19
Q197C0	Q67477	8	43	325	43	25	14
Q197C0	Q7L8J4	69	9	268	9	22	13
Q197C0	Q84SM8	54	9	396	9	27	15
Q197C0	Q89187	54	29	156	29	29	16
Q197C0	Q91Y80	43	11	5	11	26	15
Q197C0	Q99LH9	69	9	268	9	22	13
Q197C0	Q9EQC1	18	19	195	19	26	15
Q197C0	Q9H2F3	18	21	195	21	28	15
Q197C0	Q9LR73	1	35	358	38	31	17
Q197C0	Q9MBC1	42	17	346	17	35	18
Q197C0	Q9N119	33	7	167	7	24	14
Q197C0	Q9V785	69	13	393	13	27	15
Q197C0	Q9Y3L3	41	25	563	25	27	15
Q197C0	Q9Z131	43	11	5	11	27	15
Q197C0	Q9ZWB4	1	35	362	38	31	17
Q197C3	A1D2R0	23	28	109	28	36	18
Q197C3	A4IH82	196	27	48	26	31	17
Q197C3	B0XQT1	23	28	109	28	36	18
Q197C3	B0XZU3	186	51	23	51	30	16
Q197C3	B8NIM4	23	28	109	28	36	18
Q197C3	B8NXI4	26	25	111	25	28	15
Q197C3	C7ASI9	14	16	3	16	29	16
Q197C3	C7ZKL6	26	30	112	30	29	16
Q197C3	F1CKI6	14	16	3	16	28	15
Q197C3	F1CKI8	148	23	239	23	34	18
Q197C3	F1CKI9	98	100	232	100	35	18
Q197C3	O35048	215	35	44	40	28	15
Q197C3	O35296	215	18	308	18	32	17
Q197C3	O35469	92	24	19	24	26	15
Q197C3	O46516	0	17	97	17	29	16
Q197C3	O57245	34	12	179	12	29	16
Q197C3	O60239	205	22	17	24	44	22
Q197C3	P0CI63	23	22	108	22	35	18
Q197C3	P14060	189	56	115	56	39	20
Q197C3	P14893	106	30	107	33	28	15
Q197C3	P19871	231	17	82	17	33	17
Q197C3	P21097	34	12	179	12	28	15
Q197C3	P22071	211	42	142	45	28	15
Q197C3	P22072	92	26	19	26	27	15
Q197C3	P24745	158	38	272	44	29	16
Q197C3	P24815	9	29	63	29	30	16
Q197C3	P26149	92	24	19	24	26	15
Q197C3	P26150	92	24	19	24	30	16
Q197C3	P26439	189	56	114	56	38	19
Q197C3	P26670	34	12	179	12	28	15
Q197C3	P27364	103	10	193	10	27	15
Q197C3	P27365	206	39	130	41	37	19
Q197C3	P33794	96	15	37	15	29	16
Q197C3	P37046	56	7	6	7	27	15
Q197C3	P55194	95	97	404	95	72	32
Q197C3	P78314	168	28	417	33	39	20
Q197C3	P85078	56	7	6	7	27	15
Q197C3	P9WQP6	18	22	303	22	28	15
Q197C3	Q06649	113	55	313	56	42	21
Q197C3	Q0D131	23	28	109	28	33	17
Q197C3	Q0V8K7	161	68	5	74	68	31
Q197C3	Q39371	157	57	148	57	45	22
Q197C3	Q5IFP1	61	29	292	32	29	16
Q197C3	Q5R9X9	177	52	28	51	68	31
Q197C3	Q5U584	194	29	46	28	32	17
Q197C3	Q60555	92	24	19	24	26	15
Q197C3	Q61694	65	16	282	17	30	16
Q197C3	Q61767	9	30	63	30	26	15
Q197C3	Q62878	92	24	19	24	29	16
Q197C3	Q64421	92	24	19	24	32	17
Q197C3	Q67477	226	15	56	13	37	19
Q197C3	Q7L8J4	177	52	28	51	68	31
Q197C3	Q84SM8	98	100	232	100	35	18
Q197C3	Q89187	34	12	61	12	29	16
Q197C3	Q91Y80	204	23	16	27	45	22
Q197C3	Q99LH9	177	52	28	51	69	31
Q197C3	Q9EQC1	26	41	198	38	27	15
Q197C3	Q9H2F3	74	18	122	18	30	16
Q197C3	Q9LR73	142	42	87	39	33	17
Q197C3	Q9MBC1	182	45	165	39	34	18
Q197C3	Q9N119	93	26	238	26	29	16
Q197C3	Q9V785	6	15	244	15	31	17
Q197C3	Q9Y3L3	89	135	477	131	75	33
Q197C3	Q9Z131	197	26	9	26	43	21
Q197C3	Q9ZWB4	78	9	135	9	33	17
Q197C8	A1D2R0	118	34	10	34	30	16
Q197C8	A4IH82	127	51	273	53	37	19
Q197C8	B0XQT1	191	43	15	43	27	15
